0.525000	0.037500
0.575000	0.037500
0.625000	0.087500
0.675000	0.087500
0.775000	0.112500
0.725000	0.087500
0.775000	0.087500
0.625000	0.062500
0.675000	0.062500
0.625000	0.037500
0.675000	0.037500
0.725000	0.062500
0.775000	0.062500
0.725000	0.037500
0.775000	0.037500
0.825000	0.112500
0.875000	0.112500
0.825000	0.087500
0.875000	0.087500
0.925000	0.112500
0.975000	0.112500
0.925000	0.087500
0.975000	0.087500
0.825000	0.062500
0.875000	0.062500
0.825000	0.037500
0.875000	0.037500
0.925000	0.062500
0.975000	0.062500
0.925000	0.037500
0.975000	0.037500
1.025000	0.112500
1.075000	0.112500
1.025000	0.087500
1.075000	0.087500
1.125000	0.112500
1.175000	0.112500
1.125000	0.087500
1.175000	0.087500
1.025000	0.062500
1.075000	0.062500
1.025000	0.037500
1.075000	0.037500
1.125000	0.062500
1.175000	0.062500
1.125000	0.037500
1.175000	0.037500
1.225000	0.112500
1.275000	0.112500
1.225000	0.087500
1.275000	0.087500
1.325000	0.087500
1.375000	0.087500
1.225000	0.062500
1.275000	0.062500
1.225000	0.037500
1.275000	0.037500
1.325000	0.062500
1.375000	0.062500
1.325000	0.037500
1.375000	0.037500
1.425000	0.087500
1.425000	0.062500
1.475000	0.062500
1.425000	0.037500
1.475000	0.037500
1.525000	0.062500
1.525000	0.037500
1.575000	0.037500
-1.575000	0.012500
-1.525000	0.012500
-1.525000	-0.012500
-1.475000	0.012500
-1.425000	0.012500
-1.475000	-0.012500
-1.425000	-0.012500
-1.425000	-0.037500
-1.375000	0.012500
-1.325000	0.012500
-1.375000	-0.012500
-1.325000	-0.012500
-1.275000	0.012500
-1.225000	0.012500
-1.275000	-0.012500
-1.225000	-0.012500
-1.375000	-0.037500
-1.325000	-0.037500
-1.275000	-0.037500
-1.225000	-0.037500
-1.275000	-0.062500
-1.225000	-0.062500
-1.175000	0.012500
-1.125000	0.012500
-1.175000	-0.012500
-1.125000	-0.012500
-1.075000	0.012500
-1.025000	0.012500
-1.075000	-0.012500
-1.025000	-0.012500
-1.175000	-0.037500
-1.125000	-0.037500
-1.175000	-0.062500
-1.125000	-0.062500
-1.075000	-0.037500
-1.025000	-0.037500
-1.075000	-0.062500
-1.025000	-0.062500
-0.975000	0.012500
-0.925000	0.012500
-0.975000	-0.012500
-0.925000	-0.012500
-0.875000	0.012500
-0.825000	0.012500
-0.875000	-0.012500
-0.825000	-0.012500
-0.975000	-0.037500
-0.925000	-0.037500
-0.975000	-0.062500
-0.925000	-0.062500
-0.875000	-0.037500
-0.825000	-0.037500
-0.875000	-0.062500
-0.825000	-0.062500
-0.775000	0.012500
-0.725000	0.012500
-0.775000	-0.012500
-0.725000	-0.012500
-0.675000	0.012500
-0.625000	0.012500
-0.675000	-0.012500
-0.625000	-0.012500
-0.775000	-0.037500
-0.725000	-0.037500
-0.775000	-0.062500
-0.675000	-0.037500
-0.625000	-0.037500
-0.575000	0.012500
-0.525000	0.012500
-0.575000	-0.012500
-0.525000	-0.012500
-0.475000	0.012500
-0.425000	0.012500
-0.475000	-0.012500
-0.425000	-0.012500
-0.575000	-0.037500
-0.525000	-0.037500
-0.475000	-0.037500
-0.375000	0.012500
-0.325000	0.012500
-0.375000	-0.012500
-0.325000	-0.012500
-0.275000	0.012500
-0.225000	0.012500
-0.275000	-0.012500
-0.225000	-0.012500
-0.175000	0.012500
-0.125000	0.012500
-0.075000	0.012500
-0.025000	0.012500
0.025000	0.012500
0.075000	0.012500
0.125000	0.012500
0.175000	0.012500
0.225000	0.012500
0.275000	0.012500
0.225000	-0.012500
0.275000	-0.012500
0.325000	0.012500
0.375000	0.012500
0.325000	-0.012500
0.375000	-0.012500
0.425000	0.012500
0.475000	0.012500
0.425000	-0.012500
0.475000	-0.012500
0.525000	0.012500
0.575000	0.012500
0.525000	-0.012500
0.575000	-0.012500
0.475000	-0.037500
0.525000	-0.037500
0.575000	-0.037500
0.625000	0.012500
0.675000	0.012500
0.625000	-0.012500
0.675000	-0.012500
0.725000	0.012500
0.775000	0.012500
0.725000	-0.012500
0.775000	-0.012500
0.625000	-0.037500
0.675000	-0.037500
0.725000	-0.037500
0.775000	-0.037500
0.775000	-0.062500
0.825000	0.012500
0.875000	0.012500
0.825000	-0.012500
0.875000	-0.012500
0.925000	0.012500
0.975000	0.012500
0.925000	-0.012500
0.975000	-0.012500
0.825000	-0.037500
0.875000	-0.037500
0.825000	-0.062500
0.875000	-0.062500
0.925000	-0.037500
0.975000	-0.037500
0.925000	-0.062500
0.975000	-0.062500
1.025000	0.012500
1.075000	0.012500
1.025000	-0.012500
1.075000	-0.012500
1.125000	0.012500
1.175000	0.012500
1.125000	-0.012500
1.175000	-0.012500
1.025000	-0.037500
1.075000	-0.037500
1.025000	-0.062500
1.075000	-0.062500
1.125000	-0.037500
1.175000	-0.037500
1.125000	-0.062500
1.175000	-0.062500
1.225000	0.012500
1.275000	0.012500
1.225000	-0.012500
1.275000	-0.012500
1.325000	0.012500
1.375000	0.012500
1.325000	-0.012500
1.375000	-0.012500
1.225000	-0.037500
1.275000	-0.037500
1.225000	-0.062500
1.275000	-0.062500
1.325000	-0.037500
1.375000	-0.037500
1.425000	0.012500
1.475000	0.012500
1.425000	-0.012500
1.475000	-0.012500
1.525000	0.012500
1.575000	0.012500
1.525000	-0.012500
1.425000	-0.037500
